Message,Sentimiento
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
Alguien ya ha usado @DIRECTVGO por aqui...?? necesito una opinion...,Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"#NBA🏀 2018-19'
  #CUsRise (@Celtics) 🆚 #HEATCulture (@MiamiHEAT)
  🎤Relatos: @brunovain
  🎙Comentarios: @FranciscoBlavia
  🤳#NBAenDIRECTV / #NBATwitter
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/MzlCznXsW7",Positivo
"#NBA🏀 2018-19'
  #ThunderUp (@okcthunder) 🆚 #GoSpursGo (@spurs)
  🎤Relatos: @nachogarciad
  🎙Comentarios: @FranciscoBlavia
  🤳#NBAenDIRECTV / #NBATwitter
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/Sl4PFk4iBE",Positivo
"#NBA🏀 2018-19'
  #CUsRise (@Celtics) 🆚 #HEATCulture (@MiamiHEAT)
  🎤Relatos: @brunovain
  🎙Comentarios: @FranciscoBlavia
  🤳#NBAenDIRECTV / #NBATwitter
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/MzlCznXsW7",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"#NBA🏀 2018-19'
  #CUsRise (@Celtics) 🆚 #HEATCulture (@MiamiHEAT)
  🎤Relatos: @brunovain
  🎙Comentarios: @FranciscoBlavia
  🤳#NBAenDIRECTV / #NBATwitter
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/MzlCznXsW7",Positivo
"#NBA🏀 2018-19'
  #ThunderUp (@okcthunder) 🆚 #GoSpursGo (@spurs)
  🎤Relatos: @nachogarciad
  🎙Comentarios: @FranciscoBlavia
  🤳#NBAenDIRECTV / #NBATwitter
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/Sl4PFk4iBE",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"[SERIES] #TrueDetective 
  La tercera temporada de la aclamada serie creación de Nic Pizzolatto llega este domingo a la pantalla de @HBOLAT con estreno de episodio doble y acá te detallamos TODO lo que podés esperar:
  cuatrobastardos.com/2019/01/10/tru…",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"#NBA🏀 2018-19'
  #CUsRise (@Celtics) 🆚 #HEATCulture (@MiamiHEAT)
  🎤Relatos: @brunovain
  🎙Comentarios: @FranciscoBlavia
  🤳#NBAenDIRECTV / #NBATwitter
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/MzlCznXsW7",Positivo
"#NBA🏀 2018-19'
  #ThunderUp (@okcthunder) 🆚 #GoSpursGo (@spurs)
  🎤Relatos: @nachogarciad
  🎙Comentarios: @FranciscoBlavia
  🤳#NBAenDIRECTV / #NBATwitter
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/Sl4PFk4iBE",Positivo
"┏┓ 
  ┃┃╱╲ 
  ┃╱ En esta casa somos 
  ╱╱╭╮╲╲
  ▔▏┗┛▕▔
  ╱▔▔▔▔▔▔▔▔▔▔╲
  Creyentes del mejor entretenimiento
  ╱▔▔▔▔▔▔▔▔▔▔╲
  ╱╱┏┳┓╭╮┏┳┓ ╲╲ 
  ▔▏┗┻┛┃┃┗┻┛▕
  
  En #DIRECTVGO tenemos las puertas abiertas para que lo disfrutes.",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
Con #DIRECTVGO podrás revivir todos los episodios de GAME OF THRONES que desees y sentir la pasión con cada estreno. https://t.co/SoyTf9dWd8,Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
Con #DIRECTVGO podrás revivir todos los episodios de GAME OF THRONES que desees y sentir la pasión con cada estreno. https://t.co/SoyTf9dWd8,Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"#NBA🏀 2018-19'
  #ThunderUp (@okcthunder) 🆚 #GoSpursGo (@spurs)
  🎤Relatos: @nachogarciad
  🎙Comentarios: @FranciscoBlavia
  🤳#NBAenDIRECTV / #NBATwitter
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/Sl4PFk4iBE",Positivo
"#NBA🏀 2018-19'
  #CUsRise (@Celtics) 🆚 #HEATCulture (@MiamiHEAT)
  🎤Relatos: @brunovain
  🎙Comentarios: @FranciscoBlavia
  🤳#NBAenDIRECTV / #NBATwitter
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/MzlCznXsW7",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"┏┓ 
  ┃┃╱╲ 
  ┃╱ En esta casa somos 
  ╱╱╭╮╲╲
  ▔▏┗┛▕▔
  ╱▔▔▔▔▔▔▔▔▔▔╲
  Creyentes del mejor entretenimiento
  ╱▔▔▔▔▔▔▔▔▔▔╲
  ╱╱┏┳┓╭╮┏┳┓ ╲╲ 
  ▔▏┗┻┛┃┃┗┻┛▕
  
  En #DIRECTVGO tenemos las puertas abiertas para que lo disfrutes.",Positivo
Al tener #DIRECTVGO instantáneamente serás la envidia de todos. Vive COCO donde y cuando quieras. https://t.co/fUu7tum5Pq,Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
"Recarga tu Directv o adquiera tu plan de datos y voz de los operadores @Tigo_Colombia @ClaroColombia 
  ¡¡ #ValoresGNA más cerca de tí!!
  #DIRECTVGO #Claro #Tigo #Directv https://t.co/us6hZhUy4z",Positivo
"2♥19
  2🎫19
  2🏆19
  2⚽19
  2🎬19
  2🐉19
  2🍿19
  2📱19
  2💻19
  2🖥19
  
  ¡RT PARA QUE NUNCA TE FALTE LO MÁS IMPORTANTE ESTE AÑO NUEVO! #DIRECTVGO",Positivo
Contéstanos este tuit seleccionando una de las palabras de la imagen y te recomendaremos algo divertido para ver en tu #DIRECTVGO https://t.co/27ZF1UMRjZ,Positivo
"┏┓ 
  ┃┃╱╲ 
  ┃╱ En esta casa somos 
  ╱╱╭╮╲╲
  ▔▏┗┛▕▔
  ╱▔▔▔▔▔▔▔▔▔▔╲
  Creyentes del mejor entretenimiento
  ╱▔▔▔▔▔▔▔▔▔▔╲
  ╱╱┏┳┓╭╮┏┳┓ ╲╲ 
  ▔▏┗┻┛┃┃┗┻┛▕
  
  En #DIRECTVGO tenemos las puertas abiertas para que lo disfrutes.",Positivo
Será normal empezar y terminar una serie en un día?????,Positivo
"Si quieres devorarte SUCCESSION en una noche, debes tener #DIRECTVGO. El único pecado es no tenerlo. https://t.co/juvDh4PPhM",Positivo
Contéstanos este tuit seleccionando una de las palabras de la imagen y te recomendaremos algo divertido para ver en tu #DIRECTVGO https://t.co/27ZF1UMRjZ,Positivo
Contéstanos este tuit seleccionando una de las palabras de la imagen y te recomendaremos algo divertido para ver en tu #DIRECTVGO https://t.co/27ZF1UMRjZ,Positivo
"🎈
  🎈🎈 
  🎈🎈🎈
  ☁️ 🎈🎈🎈🎈 ☁️
  🎈🎈🎈🎈
  ☁️ 🎈🎈🎈 ☁️
  \|/
  🏠 
  ☁️ ☁️
  
  Puedes disfrutar #DIRECTVGO en cualquier lugar 
  incluso desde lo más alto.",Positivo
Con #DIRECTVGO podrás revivir todos los episodios de GAME OF THRONES que desees y sentir la pasión con cada estreno. https://t.co/SoyTf9dWd8,Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Lazio (@OfficialSSLazio) 🆚 Novara (@NovaraChannel)
  🎤Relatos: @federodas
  🎙Comentarios: @ManuOlivari
  🤳#FútbolEnDIRECTV / #LazioNovara
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/olUXtNAay6",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Sampdoria (@sampdoria) 🆚 AC Milan (@acmilan)
  🎤Relatos: @pedrobozoa
  🎙Comentarios: @rodrigojcastro
  🤳#FútbolEnDIRECTV / #SampMilan
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/jUbE0rIQth",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Bologna (@BfcOfficialPage) 🆚 Juventus (@juventusfces)
  🎤Relatos: @FDVENE
  🎙Comentarios: @SebasDecker
  🤳#FútbolEnDIRECTV / #BolognaJuve
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/C5Abs4CYLd",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Bologna (@BfcOfficialPage) 🆚 Juventus (@juventusfces)
  🎤Relatos: @FDVENE
  🎙Comentarios: @SebasDecker
  🤳#FútbolEnDIRECTV / #BolognaJuve
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/C5Abs4CYLd",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Lazio (@OfficialSSLazio) 🆚 Novara (@NovaraChannel)
  🎤Relatos: @federodas
  🎙Comentarios: @ManuOlivari
  🤳#FútbolEnDIRECTV / #LazioNovara
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/olUXtNAay6",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Sampdoria (@sampdoria) 🆚 AC Milan (@acmilan)
  🎤Relatos: @pedrobozoa
  🎙Comentarios: @rodrigojcastro
  🤳#FútbolEnDIRECTV / #SampMilan
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/jUbE0rIQth",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Bologna (@BfcOfficialPage) 🆚 Juventus (@juventusfces)
  🎤Relatos: @FDVENE
  🎙Comentarios: @SebasDecker
  🤳#FútbolEnDIRECTV / #BolognaJuve
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/C5Abs4CYLd",Positivo
"@DIRECTVGO Drama:
  Contrato indefinido x arrendamiento de decodificadores @DIRECTVLA
  
  Un cliente d Movistar cuya antigüedad le permitía eximirse d las cuotas de arriendo de decos, tomara la decisión de cambiarse de cableoperador, no imaginando q ahora pagaría cuotas x deco ... indefinidamte",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Lazio (@OfficialSSLazio) 🆚 Novara (@NovaraChannel)
  🎤Relatos: @federodas
  🎙Comentarios: @ManuOlivari
  🤳#FútbolEnDIRECTV / #LazioNovara
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/olUXtNAay6",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Sampdoria (@sampdoria) 🆚 AC Milan (@acmilan)
  🎤Relatos: @pedrobozoa
  🎙Comentarios: @rodrigojcastro
  🤳#FútbolEnDIRECTV / #SampMilan
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/jUbE0rIQth",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Bologna (@BfcOfficialPage) 🆚 Juventus (@juventusfces)
  🎤Relatos: @FDVENE
  🎙Comentarios: @SebasDecker
  🤳#FútbolEnDIRECTV / #BolognaJuve
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/C5Abs4CYLd",Positivo
Contéstanos este tuit seleccionando una de las palabras de la imagen y te recomendaremos algo divertido para ver en tu #DIRECTVGO https://t.co/27ZF1UMRjZ,Positivo
Con #DIRECTVGO podrás revivir todos los episodios de GAME OF THRONES que desees y sentir la pasión con cada estreno. pic.twitter.com/SoyTf9dWd8,Positivo
"@guzpsico Bueno... Para los amantes de la ciencia ficción Alien: Covenant no es mala opción.
  
  ¿Estás listo? pic.twitter.com/fLhWdwbusO",Positivo
Con #DIRECTVGO podrás revivir todos los episodios de GAME OF THRONES que desees y sentir la pasión con cada estreno. pic.twitter.com/SoyTf9dWd8,Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Bologna (@BfcOfficialPage) 🆚 Juventus (@juventusfces)
  🎤Relatos: @FDVENE
  🎙Comentarios: @SebasDecker
  🤳#FútbolEnDIRECTV / #BolognaJuve
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/C5Abs4CYLd",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Sampdoria (@sampdoria) 🆚 AC Milan (@acmilan)
  🎤Relatos: @pedrobozoa
  🎙Comentarios: @rodrigojcastro
  🤳#FútbolEnDIRECTV / #SampMilan
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/jUbE0rIQth",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Lazio (@OfficialSSLazio) 🆚 Novara (@NovaraChannel)
  🎤Relatos: @federodas
  🎙Comentarios: @ManuOlivari
  🤳#FútbolEnDIRECTV / #LazioNovara
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/olUXtNAay6",Positivo
Con #DIRECTVGO podrás revivir todos los episodios de GAME OF THRONES que desees y sentir la pasión con cada estreno. https://t.co/SoyTf9dWd8,Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Bologna (@BfcOfficialPage) 🆚 Juventus (@juventusfces)
  🎤Relatos: @FDVENE
  🎙Comentarios: @SebasDecker
  🤳#FútbolEnDIRECTV / #BolognaJuve
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/C5Abs4CYLd",Positivo
Con #DIRECTVGO podrás revivir todos los episodios de GAME OF THRONES que desees y sentir la pasión con cada estreno. https://t.co/SoyTf9dWd8,Positivo
"#Ligue1Conforama 🇫🇷⚽ / Fecha 20
  Olympique de Marsella (@OM_Espanol) 🆚 Mónaco (@AS_Monaco_ES)
  🎤Relatos: @SebaQuadrelli
  🎙Comentarios: @SebasDecker
  🤳#FútbolEnDIRECTV / #OMASM - #Ligue1
  📺🌎 DIRECTV Sports / 615 - 1615 HD (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/RieWCjwneN",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Torino (@TorinoFC_1906) 🆚 Fiorentina (@acffiorentina)
  🎤Relatos: @SebaQuadrelli
  🎙Comentarios: @rodrigojcastro
  🤳#FútbolEnDIRECTV / #TorinoFiorentina
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/OhMg4F7tCL",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Inter de Milán (@Inter_es) 🆚 Benevento (@bncalcio)
  🎤Relatos: @haasenico
  🎙Comentarios: @fpetrocelli
  🤳#FútbolEnDIRECTV / #InterBenevento
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/lSFWY7mnQR",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Napoli (@sscnapoliES) 🆚 Sassuolo (@SassuoloUS)
  🎤Relatos: @pedrobozoa
  🎙Comentarios: @rodrigojcastro
  🤳#FútbolEnDIRECTV / #NapoliSassuolo
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/YwRYVqukQr",Positivo
"#Ligue1Conforama 🇫🇷⚽ / Fecha 20
  Olympique de Marsella (@OM_Espanol) 🆚 Mónaco (@AS_Monaco_ES)
  🎤Relatos: @SebaQuadrelli
  🎙Comentarios: @SebasDecker
  🤳#FútbolEnDIRECTV / #OMASM - #Ligue1
  📺🌎 DIRECTV Sports / 615 - 1615 HD (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/RieWCjwneN",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Torino (@TorinoFC_1906) 🆚 Fiorentina (@acffiorentina)
  🎤Relatos: @SebaQuadrelli
  🎙Comentarios: @rodrigojcastro
  🤳#FútbolEnDIRECTV / #TorinoFiorentina
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/OhMg4F7tCL",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Inter de Milán (@Inter_es) 🆚 Benevento (@bncalcio)
  🎤Relatos: @haasenico
  🎙Comentarios: @fpetrocelli
  🤳#FútbolEnDIRECTV / #InterBenevento
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/lSFWY7mnQR",Positivo
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
  Napoli (@sscnapoliES) 🆚 Sassuolo (@SassuoloUS)
  🎤Relatos: @pedrobozoa
  🎙Comentarios: @rodrigojcastro
  🤳#FútbolEnDIRECTV / #NapoliSassuolo
  📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
  📱💻 DIRECTV Play y DIRECTV Go
  Den 🔃 y/o 💟 https://t.co/YwRYVqukQr",Positivo
Con #DIRECTVGO podrás revivir todos los episodios de GAME OF THRONES que desees y sentir la pasión con cada estreno. https://t.co/SoyTf9dWd8,Positivo
